Vin_tt,codes_tt,,Vin_ss,codes_ss,,Vin_ff,codes_ff,,Vin_sf,codes_sf,,Vin_fs,codes_fs,,Vin_tt_pre,codes_tt_pre,,Vin_ss_pre,codes_ss_pre,,Vin_ff_pre,codes_ff_pre,,Vin_sf_pre,codes_sf_pre,,Vin_fs_pre,codes_fs_pre
0.273529412,39,,0.273529412,39,,0.273529412,39,,0.273529412,39,,0.273529412,39,,0.273529412,38,,0.273529412,38,,0.273529412,38,,0.273529412,38,,0.273529412,38
0.275294118,39,,0.275294118,39,,0.275294118,39,,0.275294118,39,,0.275294118,39,,0.275294118,39,,0.275294118,39,,0.275294118,39,,0.275294118,39,,0.275294118,39
0.277058823,39,,0.277058823,39,,0.277058823,39,,0.277058823,39,,0.277058823,39,,0.277058823,39,,0.277058823,39,,0.277058823,39,,0.277058823,39,,0.277058823,39
0.278823529,40,,0.278823529,40,,0.278823529,40,,0.278823529,40,,0.278823529,40,,0.278823529,39,,0.278823529,39,,0.278823529,39,,0.278823529,39,,0.278823529,39
0.280588235,40,,0.280588235,40,,0.280588235,40,,0.280588235,40,,0.280588235,40,,0.280588235,39,,0.280588235,39,,0.280588235,39,,0.280588235,39,,0.280588235,39
0.282352941,40,,0.282352941,40,,0.282352941,40,,0.282352941,40,,0.282352941,40,,0.282352941,40,,0.282352941,40,,0.282352941,40,,0.282352941,40,,0.282352941,40
0.284117647,40,,0.284117647,40,,0.284117647,40,,0.284117647,40,,0.284117647,40,,0.284117647,40,,0.284117647,40,,0.284117647,40,,0.284117647,40,,0.284117647,40
0.285882353,41,,0.285882353,41,,0.285882353,41,,0.285882353,41,,0.285882353,41,,0.285882353,40,,0.285882353,40,,0.285882353,40,,0.285882353,40,,0.285882353,40
0.287647059,41,,0.287647059,41,,0.287647059,41,,0.287647059,41,,0.287647059,41,,0.287647059,40,,0.287647059,40,,0.287647059,40,,0.287647059,40,,0.287647059,40
0.289411765,41,,0.289411765,41,,0.289411765,41,,0.289411765,41,,0.289411765,41,,0.289411765,41,,0.289411765,41,,0.289411765,41,,0.289411765,41,,0.289411765,41
0.291176471,41,,0.291176471,41,,0.291176471,41,,0.291176471,41,,0.291176471,41,,0.291176471,41,,0.291176471,41,,0.291176471,41,,0.291176471,41,,0.291176471,41
0.292941176,42,,0.292941176,42,,0.292941176,42,,0.292941176,42,,0.292941176,42,,0.292941176,41,,0.292941176,41,,0.292941176,41,,0.292941176,41,,0.292941176,41
0.294705882,42,,0.294705882,42,,0.294705882,42,,0.294705882,42,,0.294705882,42,,0.294705882,41,,0.294705882,41,,0.294705882,41,,0.294705882,41,,0.294705882,41
0.296470588,42,,0.296470588,42,,0.296470588,42,,0.296470588,42,,0.296470588,42,,0.296470588,42,,0.296470588,42,,0.296470588,42,,0.296470588,42,,0.296470588,42
0.298235294,42,,0.298235294,42,,0.298235294,42,,0.298235294,42,,0.298235294,42,,0.298235294,42,,0.298235294,42,,0.298235294,42,,0.298235294,42,,0.298235294,42
0.3,43,,0.3,43,,0.3,43,,0.3,43,,0.3,43,,0.3,42,,0.3,42,,0.3,42,,0.3,42,,0.3,42
0.301764706,43,,0.301764706,43,,0.301764706,43,,0.301764706,43,,0.301764706,43,,0.301764706,42,,0.301764706,42,,0.301764706,42,,0.301764706,42,,0.301764706,42
0.303529412,43,,0.303529412,43,,0.303529412,43,,0.303529412,43,,0.303529412,43,,0.303529412,43,,0.303529412,43,,0.303529412,43,,0.303529412,43,,0.303529412,43
0.305294118,43,,0.305294118,43,,0.305294118,43,,0.305294118,43,,0.305294118,43,,0.305294118,43,,0.305294118,43,,0.305294118,43,,0.305294118,43,,0.305294118,43
0.307058824,44,,0.307058824,44,,0.307058824,44,,0.307058824,44,,0.307058824,44,,0.307058824,43,,0.307058824,43,,0.307058824,43,,0.307058824,43,,0.307058824,43
0.308823529,44,,0.308823529,44,,0.308823529,44,,0.308823529,44,,0.308823529,44,,0.308823529,43,,0.308823529,43,,0.308823529,43,,0.308823529,43,,0.308823529,43
0.310588235,44,,0.310588235,44,,0.310588235,44,,0.310588235,44,,0.310588235,44,,0.310588235,44,,0.310588235,44,,0.310588235,44,,0.310588235,44,,0.310588235,44
0.312352941,44,,0.312352941,44,,0.312352941,44,,0.312352941,44,,0.312352941,44,,0.312352941,44,,0.312352941,44,,0.312352941,44,,0.312352941,44,,0.312352941,44
0.314117647,45,,0.314117647,45,,0.314117647,45,,0.314117647,45,,0.314117647,45,,0.314117647,44,,0.314117647,44,,0.314117647,44,,0.314117647,44,,0.314117647,44
0.315882353,45,,0.315882353,45,,0.315882353,45,,0.315882353,45,,0.315882353,45,,0.315882353,44,,0.315882353,44,,0.315882353,44,,0.315882353,44,,0.315882353,44
0.317647059,45,,0.317647059,45,,0.317647059,45,,0.317647059,45,,0.317647059,45,,0.317647059,45,,0.317647059,45,,0.317647059,45,,0.317647059,45,,0.317647059,45
0.319411765,45,,0.319411765,45,,0.319411765,45,,0.319411765,45,,0.319411765,45,,0.319411765,45,,0.319411765,45,,0.319411765,45,,0.319411765,45,,0.319411765,45
0.321176471,46,,0.321176471,46,,0.321176471,46,,0.321176471,46,,0.321176471,46,,0.321176471,45,,0.321176471,45,,0.321176471,45,,0.321176471,45,,0.321176471,45
0.322941176,46,,0.322941176,46,,0.322941176,46,,0.322941176,46,,0.322941176,46,,0.322941176,45,,0.322941176,45,,0.322941176,45,,0.322941176,45,,0.322941176,45
0.324705882,46,,0.324705882,46,,0.324705882,46,,0.324705882,46,,0.324705882,46,,0.324705882,46,,0.324705882,46,,0.324705882,46,,0.324705882,46,,0.324705882,46
0.326470588,46,,0.326470588,46,,0.326470588,46,,0.326470588,46,,0.326470588,46,,0.326470588,46,,0.326470588,46,,0.326470588,46,,0.326470588,46,,0.326470588,46
0.328235294,47,,0.328235294,47,,0.328235294,47,,0.328235294,47,,0.328235294,47,,0.328235294,46,,0.328235294,46,,0.328235294,46,,0.328235294,46,,0.328235294,46
0.33,47,,0.33,47,,0.33,47,,0.33,47,,0.33,47,,0.33,46,,0.33,46,,0.33,46,,0.33,46,,0.33,46
0.331764706,47,,0.331764706,47,,0.331764706,47,,0.331764706,47,,0.331764706,47,,0.331764706,47,,0.331764706,47,,0.331764706,47,,0.331764706,47,,0.331764706,47
0.333529412,47,,0.333529412,47,,0.333529412,47,,0.333529412,47,,0.333529412,47,,0.333529412,47,,0.333529412,47,,0.333529412,47,,0.333529412,47,,0.333529412,47
0.335294118,48,,0.335294118,48,,0.335294118,48,,0.335294118,48,,0.335294118,48,,0.335294118,47,,0.335294118,47,,0.335294118,47,,0.335294118,47,,0.335294118,47
0.337058823,48,,0.337058823,48,,0.337058823,48,,0.337058823,48,,0.337058823,48,,0.337058823,47,,0.337058823,47,,0.337058823,47,,0.337058823,47,,0.337058823,47
0.338823529,48,,0.338823529,48,,0.338823529,48,,0.338823529,48,,0.338823529,48,,0.338823529,48,,0.338823529,48,,0.338823529,48,,0.338823529,48,,0.338823529,48
0.340588235,48,,0.340588235,48,,0.340588235,48,,0.340588235,48,,0.340588235,48,,0.340588235,48,,0.340588235,48,,0.340588235,48,,0.340588235,48,,0.340588235,48
0.342352941,49,,0.342352941,49,,0.342352941,49,,0.342352941,49,,0.342352941,49,,0.342352941,48,,0.342352941,48,,0.342352941,48,,0.342352941,48,,0.342352941,48
0.344117647,49,,0.344117647,49,,0.344117647,49,,0.344117647,49,,0.344117647,49,,0.344117647,48,,0.344117647,48,,0.344117647,48,,0.344117647,48,,0.344117647,48
0.345882353,49,,0.345882353,49,,0.345882353,49,,0.345882353,49,,0.345882353,49,,0.345882353,49,,0.345882353,49,,0.345882353,49,,0.345882353,49,,0.345882353,49
0.347647059,49,,0.347647059,49,,0.347647059,49,,0.347647059,49,,0.347647059,49,,0.347647059,49,,0.347647059,49,,0.347647059,49,,0.347647059,49,,0.347647059,49
0.349411765,50,,0.349411765,50,,0.349411765,50,,0.349411765,50,,0.349411765,50,,0.349411765,49,,0.349411765,49,,0.349411765,49,,0.349411765,49,,0.349411765,49
0.351176471,50,,0.351176471,50,,0.351176471,50,,0.351176471,50,,0.351176471,50,,0.351176471,49,,0.351176471,49,,0.351176471,49,,0.351176471,49,,0.351176471,49
0.352941176,50,,0.352941176,50,,0.352941176,50,,0.352941176,50,,0.352941176,50,,0.352941176,50,,0.352941176,50,,0.352941176,50,,0.352941176,50,,0.352941176,50
0.354705882,50,,0.354705882,50,,0.354705882,50,,0.354705882,50,,0.354705882,50,,0.354705882,50,,0.354705882,50,,0.354705882,50,,0.354705882,50,,0.354705882,50
0.356470588,51,,0.356470588,51,,0.356470588,51,,0.356470588,51,,0.356470588,51,,0.356470588,50,,0.356470588,50,,0.356470588,50,,0.356470588,50,,0.356470588,50
0.358235294,51,,0.358235294,51,,0.358235294,51,,0.358235294,51,,0.358235294,51,,0.358235294,50,,0.358235294,50,,0.358235294,50,,0.358235294,50,,0.358235294,50
0.36,51,,0.36,51,,0.36,51,,0.36,51,,0.36,51,,0.36,51,,0.36,51,,0.36,51,,0.36,51,,0.36,51
0.361764706,52,,0.361764706,52,,0.361764706,51,,0.361764706,52,,0.361764706,52,,0.361764706,51,,0.361764706,51,,0.361764706,51,,0.361764706,51,,0.361764706,51
0.363529412,52,,0.363529412,52,,0.363529412,52,,0.363529412,52,,0.363529412,52,,0.363529412,51,,0.363529412,51,,0.363529412,51,,0.363529412,51,,0.363529412,51
0.365294118,52,,0.365294118,52,,0.365294118,52,,0.365294118,52,,0.365294118,52,,0.365294118,51,,0.365294118,51,,0.365294118,51,,0.365294118,51,,0.365294118,51
0.367058824,52,,0.367058824,52,,0.367058824,52,,0.367058824,52,,0.367058824,52,,0.367058824,52,,0.367058824,52,,0.367058824,52,,0.367058824,52,,0.367058824,52
0.368823529,52,,0.368823529,52,,0.368823529,52,,0.368823529,52,,0.368823529,52,,0.368823529,52,,0.368823529,52,,0.368823529,52,,0.368823529,52,,0.368823529,52
0.370588235,53,,0.370588235,53,,0.370588235,53,,0.370588235,53,,0.370588235,53,,0.370588235,52,,0.370588235,52,,0.370588235,52,,0.370588235,52,,0.370588235,52
0.372352941,53,,0.372352941,53,,0.372352941,53,,0.372352941,53,,0.372352941,53,,0.372352941,52,,0.372352941,52,,0.372352941,52,,0.372352941,52,,0.372352941,52
0.374117647,53,,0.374117647,53,,0.374117647,53,,0.374117647,53,,0.374117647,53,,0.374117647,53,,0.374117647,53,,0.374117647,53,,0.374117647,53,,0.374117647,53
0.375882353,53,,0.375882353,53,,0.375882353,53,,0.375882353,53,,0.375882353,53,,0.375882353,53,,0.375882353,53,,0.375882353,53,,0.375882353,53,,0.375882353,53
0.377647059,54,,0.377647059,54,,0.377647059,54,,0.377647059,54,,0.377647059,54,,0.377647059,53,,0.377647059,53,,0.377647059,53,,0.377647059,53,,0.377647059,53
0.379411765,54,,0.379411765,54,,0.379411765,54,,0.379411765,54,,0.379411765,54,,0.379411765,53,,0.379411765,53,,0.379411765,53,,0.379411765,53,,0.379411765,53
0.381176471,54,,0.381176471,54,,0.381176471,54,,0.381176471,54,,0.381176471,54,,0.381176471,54,,0.381176471,54,,0.381176471,54,,0.381176471,54,,0.381176471,54
0.382941176,55,,0.382941176,55,,0.382941176,54,,0.382941176,55,,0.382941176,54,,0.382941176,54,,0.382941176,54,,0.382941176,54,,0.382941176,54,,0.382941176,54
0.384705882,55,,0.384705882,55,,0.384705882,55,,0.384705882,55,,0.384705882,55,,0.384705882,54,,0.384705882,54,,0.384705882,54,,0.384705882,54,,0.384705882,54
0.386470588,55,,0.386470588,55,,0.386470588,55,,0.386470588,55,,0.386470588,55,,0.386470588,54,,0.386470588,54,,0.386470588,54,,0.386470588,54,,0.386470588,54
0.388235294,55,,0.388235294,55,,0.388235294,55,,0.388235294,55,,0.388235294,55,,0.388235294,55,,0.388235294,55,,0.388235294,55,,0.388235294,55,,0.388235294,55
0.39,55,,0.39,55,,0.39,55,,0.39,55,,0.39,55,,0.39,55,,0.39,55,,0.39,55,,0.39,55,,0.39,55
0.391764706,56,,0.391764706,56,,0.391764706,56,,0.391764706,56,,0.391764706,56,,0.391764706,55,,0.391764706,55,,0.391764706,55,,0.391764706,55,,0.391764706,55
0.393529412,56,,0.393529412,56,,0.393529412,56,,0.393529412,56,,0.393529412,56,,0.393529412,55,,0.393529412,55,,0.393529412,55,,0.393529412,55,,0.393529412,55
0.395294118,56,,0.395294118,56,,0.395294118,56,,0.395294118,56,,0.395294118,56,,0.395294118,56,,0.395294118,56,,0.395294118,56,,0.395294118,56,,0.395294118,56
0.397058823,56,,0.397058823,56,,0.397058823,56,,0.397058823,56,,0.397058823,56,,0.397058823,56,,0.397058823,56,,0.397058823,56,,0.397058823,56,,0.397058823,56
0.398823529,57,,0.398823529,57,,0.398823529,57,,0.398823529,57,,0.398823529,57,,0.398823529,56,,0.398823529,56,,0.398823529,56,,0.398823529,56,,0.398823529,56
0.400588235,57,,0.400588235,57,,0.400588235,57,,0.400588235,57,,0.400588235,57,,0.400588235,56,,0.400588235,56,,0.400588235,56,,0.400588235,56,,0.400588235,56
0.402352941,57,,0.402352941,57,,0.402352941,57,,0.402352941,57,,0.402352941,57,,0.402352941,57,,0.402352941,57,,0.402352941,57,,0.402352941,57,,0.402352941,57
0.404117647,58,,0.404117647,58,,0.404117647,58,,0.404117647,58,,0.404117647,58,,0.404117647,57,,0.404117647,57,,0.404117647,57,,0.404117647,57,,0.404117647,57
0.405882353,58,,0.405882353,58,,0.405882353,58,,0.405882353,58,,0.405882353,58,,0.405882353,57,,0.405882353,57,,0.405882353,57,,0.405882353,57,,0.405882353,57
0.407647059,58,,0.407647059,58,,0.407647059,58,,0.407647059,58,,0.407647059,58,,0.407647059,57,,0.407647059,57,,0.407647059,57,,0.407647059,57,,0.407647059,57
0.409411765,58,,0.409411765,58,,0.409411765,58,,0.409411765,58,,0.409411765,58,,0.409411765,58,,0.409411765,58,,0.409411765,58,,0.409411765,58,,0.409411765,58
0.411176471,59,,0.411176471,59,,0.411176471,59,,0.411176471,59,,0.411176471,59,,0.411176471,58,,0.411176471,58,,0.411176471,58,,0.411176471,58,,0.411176471,58
0.412941176,59,,0.412941176,59,,0.412941176,59,,0.412941176,59,,0.412941176,59,,0.412941176,58,,0.412941176,58,,0.412941176,58,,0.412941176,58,,0.412941176,58
0.414705882,59,,0.414705882,59,,0.414705882,59,,0.414705882,59,,0.414705882,59,,0.414705882,58,,0.414705882,58,,0.414705882,58,,0.414705882,58,,0.414705882,58
0.416470588,59,,0.416470588,59,,0.416470588,59,,0.416470588,59,,0.416470588,59,,0.416470588,59,,0.416470588,59,,0.416470588,59,,0.416470588,59,,0.416470588,59
0.418235294,59,,0.418235294,59,,0.418235294,59,,0.418235294,59,,0.418235294,59,,0.418235294,59,,0.418235294,59,,0.418235294,59,,0.418235294,59,,0.418235294,59
0.42,60,,0.42,60,,0.42,60,,0.42,60,,0.42,60,,0.42,59,,0.42,59,,0.42,59,,0.42,59,,0.42,59
0.421764706,60,,0.421764706,60,,0.421764706,60,,0.421764706,60,,0.421764706,60,,0.421764706,59,,0.421764706,59,,0.421764706,59,,0.421764706,59,,0.421764706,59
0.423529412,60,,0.423529412,60,,0.423529412,60,,0.423529412,60,,0.423529412,60,,0.423529412,60,,0.423529412,60,,0.423529412,60,,0.423529412,60,,0.423529412,60
0.425294118,61,,0.425294118,61,,0.425294118,61,,0.425294118,61,,0.425294118,61,,0.425294118,60,,0.425294118,60,,0.425294118,60,,0.425294118,60,,0.425294118,60
0.427058824,61,,0.427058824,61,,0.427058824,61,,0.427058824,61,,0.427058824,61,,0.427058824,60,,0.427058824,60,,0.427058824,60,,0.427058824,60,,0.427058824,60
0.428823529,61,,0.428823529,61,,0.428823529,61,,0.428823529,61,,0.428823529,61,,0.428823529,60,,0.428823529,60,,0.428823529,60,,0.428823529,60,,0.428823529,60
0.430588235,61,,0.430588235,61,,0.430588235,61,,0.430588235,61,,0.430588235,61,,0.430588235,61,,0.430588235,61,,0.430588235,61,,0.430588235,61,,0.430588235,61
0.432352941,62,,0.432352941,62,,0.432352941,62,,0.432352941,62,,0.432352941,62,,0.432352941,61,,0.432352941,61,,0.432352941,61,,0.432352941,61,,0.432352941,61
0.434117647,62,,0.434117647,62,,0.434117647,62,,0.434117647,62,,0.434117647,62,,0.434117647,61,,0.434117647,61,,0.434117647,61,,0.434117647,61,,0.434117647,61
0.435882353,62,,0.435882353,62,,0.435882353,62,,0.435882353,62,,0.435882353,62,,0.435882353,61,,0.435882353,61,,0.435882353,61,,0.435882353,61,,0.435882353,61
0.437647059,62,,0.437647059,62,,0.437647059,62,,0.437647059,62,,0.437647059,62,,0.437647059,62,,0.437647059,62,,0.437647059,62,,0.437647059,62,,0.437647059,62
0.439411765,63,,0.439411765,63,,0.439411765,63,,0.439411765,63,,0.439411765,63,,0.439411765,62,,0.439411765,62,,0.439411765,62,,0.439411765,62,,0.439411765,62
0.441176471,63,,0.441176471,63,,0.441176471,63,,0.441176471,63,,0.441176471,63,,0.441176471,62,,0.441176471,62,,0.441176471,62,,0.441176471,62,,0.441176471,62
0.442941176,63,,0.442941176,63,,0.442941176,63,,0.442941176,64,,0.442941176,63,,0.442941176,62,,0.442941176,62,,0.442941176,62,,0.442941176,62,,0.442941176,62
0.444705882,63,,0.444705882,64,,0.444705882,63,,0.444705882,64,,0.444705882,63,,0.444705882,63,,0.444705882,63,,0.444705882,63,,0.444705882,63,,0.444705882,63
0.446470588,64,,0.446470588,64,,0.446470588,63,,0.446470588,64,,0.446470588,63,,0.446470588,63,,0.446470588,63,,0.446470588,63,,0.446470588,63,,0.446470588,63
0.448235294,64,,0.448235294,64,,0.448235294,64,,0.448235294,64,,0.448235294,63,,0.448235294,63,,0.448235294,63,,0.448235294,63,,0.448235294,63,,0.448235294,63
0.45,64,,0.45,64,,0.45,64,,0.45,64,,0.45,64,,0.45,63,,0.45,64,,0.45,63,,0.45,64,,0.45,63
0.451764706,64,,0.451764706,64,,0.451764706,64,,0.451764706,64,,0.451764706,64,,0.451764706,64,,0.451764706,64,,0.451764706,64,,0.451764706,64,,0.451764706,63
0.453529412,65,,0.453529412,65,,0.453529412,65,,0.453529412,65,,0.453529412,65,,0.453529412,64,,0.453529412,64,,0.453529412,64,,0.453529412,64,,0.453529412,64
0.455294118,65,,0.455294118,65,,0.455294118,65,,0.455294118,65,,0.455294118,65,,0.455294118,64,,0.455294118,64,,0.455294118,64,,0.455294118,64,,0.455294118,64
0.457058824,65,,0.457058824,65,,0.457058824,65,,0.457058824,65,,0.457058824,65,,0.457058824,64,,0.457058824,64,,0.457058824,64,,0.457058824,64,,0.457058824,64
0.458823529,65,,0.458823529,65,,0.458823529,65,,0.458823529,65,,0.458823529,65,,0.458823529,65,,0.458823529,65,,0.458823529,65,,0.458823529,65,,0.458823529,65
0.460588235,66,,0.460588235,66,,0.460588235,66,,0.460588235,66,,0.460588235,66,,0.460588235,65,,0.460588235,65,,0.460588235,65,,0.460588235,65,,0.460588235,65
0.462352941,66,,0.462352941,66,,0.462352941,66,,0.462352941,66,,0.462352941,66,,0.462352941,65,,0.462352941,65,,0.462352941,65,,0.462352941,65,,0.462352941,65
0.464117647,66,,0.464117647,66,,0.464117647,66,,0.464117647,66,,0.464117647,66,,0.464117647,65,,0.464117647,65,,0.464117647,65,,0.464117647,65,,0.464117647,65
0.465882353,66,,0.465882353,66,,0.465882353,66,,0.465882353,66,,0.465882353,66,,0.465882353,66,,0.465882353,66,,0.465882353,66,,0.465882353,66,,0.465882353,66
0.467647059,67,,0.467647059,67,,0.467647059,67,,0.467647059,67,,0.467647059,67,,0.467647059,66,,0.467647059,66,,0.467647059,66,,0.467647059,66,,0.467647059,66
0.469411765,67,,0.469411765,67,,0.469411765,67,,0.469411765,67,,0.469411765,67,,0.469411765,66,,0.469411765,66,,0.469411765,66,,0.469411765,66,,0.469411765,66
0.47117647,67,,0.47117647,67,,0.47117647,67,,0.47117647,67,,0.47117647,67,,0.47117647,66,,0.47117647,66,,0.47117647,66,,0.47117647,66,,0.47117647,66
0.472941176,67,,0.472941176,68,,0.472941176,67,,0.472941176,67,,0.472941176,67,,0.472941176,67,,0.472941176,67,,0.472941176,67,,0.472941176,67,,0.472941176,67
0.474705882,68,,0.474705882,68,,0.474705882,68,,0.474705882,68,,0.474705882,68,,0.474705882,67,,0.474705882,67,,0.474705882,67,,0.474705882,67,,0.474705882,67
0.476470588,68,,0.476470588,68,,0.476470588,68,,0.476470588,68,,0.476470588,68,,0.476470588,67,,0.476470588,67,,0.476470588,67,,0.476470588,67,,0.476470588,67
0.478235294,68,,0.478235294,68,,0.478235294,68,,0.478235294,68,,0.478235294,68,,0.478235294,67,,0.478235294,67,,0.478235294,67,,0.478235294,67,,0.478235294,67
0.48,68,,0.48,68,,0.48,68,,0.48,68,,0.48,68,,0.48,68,,0.48,68,,0.48,68,,0.48,68,,0.48,68
0.481764706,69,,0.481764706,69,,0.481764706,69,,0.481764706,69,,0.481764706,69,,0.481764706,68,,0.481764706,68,,0.481764706,68,,0.481764706,68,,0.481764706,68
0.483529412,69,,0.483529412,69,,0.483529412,69,,0.483529412,69,,0.483529412,69,,0.483529412,68,,0.483529412,68,,0.483529412,68,,0.483529412,68,,0.483529412,68
0.485294118,69,,0.485294118,69,,0.485294118,69,,0.485294118,69,,0.485294118,69,,0.485294118,68,,0.485294118,68,,0.485294118,68,,0.485294118,68,,0.485294118,68
0.487058824,69,,0.487058824,69,,0.487058824,69,,0.487058824,69,,0.487058824,69,,0.487058824,69,,0.487058824,69,,0.487058824,69,,0.487058824,69,,0.487058824,69
0.488823529,70,,0.488823529,70,,0.488823529,70,,0.488823529,70,,0.488823529,70,,0.488823529,69,,0.488823529,69,,0.488823529,69,,0.488823529,69,,0.488823529,69
0.490588235,70,,0.490588235,70,,0.490588235,70,,0.490588235,70,,0.490588235,70,,0.490588235,69,,0.490588235,69,,0.490588235,69,,0.490588235,69,,0.490588235,69
0.492352941,70,,0.492352941,70,,0.492352941,70,,0.492352941,70,,0.492352941,70,,0.492352941,69,,0.492352941,69,,0.492352941,69,,0.492352941,69,,0.492352941,69
0.494117647,70,,0.494117647,70,,0.494117647,70,,0.494117647,70,,0.494117647,70,,0.494117647,70,,0.494117647,70,,0.494117647,70,,0.494117647,70,,0.494117647,70
0.495882353,71,,0.495882353,71,,0.495882353,71,,0.495882353,71,,0.495882353,71,,0.495882353,70,,0.495882353,70,,0.495882353,70,,0.495882353,70,,0.495882353,70
0.497647059,71,,0.497647059,71,,0.497647059,71,,0.497647059,71,,0.497647059,71,,0.497647059,70,,0.497647059,70,,0.497647059,70,,0.497647059,70,,0.497647059,70
0.499411765,71,,0.499411765,71,,0.499411765,71,,0.499411765,71,,0.499411765,71,,0.499411765,70,,0.499411765,70,,0.499411765,70,,0.499411765,70,,0.499411765,70
0.501176471,72,,0.501176471,72,,0.501176471,72,,0.501176471,72,,0.501176471,72,,0.501176471,71,,0.501176471,71,,0.501176471,71,,0.501176471,71,,0.501176471,71
0.502941176,72,,0.502941176,72,,0.502941176,72,,0.502941176,72,,0.502941176,72,,0.502941176,71,,0.502941176,71,,0.502941176,71,,0.502941176,71,,0.502941176,71
0.504705882,72,,0.504705882,72,,0.504705882,72,,0.504705882,72,,0.504705882,72,,0.504705882,71,,0.504705882,71,,0.504705882,71,,0.504705882,71,,0.504705882,71
0.506470588,72,,0.506470588,72,,0.506470588,72,,0.506470588,72,,0.506470588,72,,0.506470588,71,,0.506470588,71,,0.506470588,71,,0.506470588,71,,0.506470588,71
0.508235294,72,,0.508235294,72,,0.508235294,72,,0.508235294,72,,0.508235294,72,,0.508235294,72,,0.508235294,72,,0.508235294,72,,0.508235294,72,,0.508235294,72
0.51,73,,0.51,73,,0.51,73,,0.51,73,,0.51,73,,0.51,72,,0.51,72,,0.51,72,,0.51,72,,0.51,72
0.511764706,73,,0.511764706,73,,0.511764706,73,,0.511764706,73,,0.511764706,73,,0.511764706,72,,0.511764706,72,,0.511764706,72,,0.511764706,72,,0.511764706,72
0.513529412,73,,0.513529412,73,,0.513529412,73,,0.513529412,73,,0.513529412,73,,0.513529412,72,,0.513529412,72,,0.513529412,72,,0.513529412,72,,0.513529412,72
0.515294118,74,,0.515294118,74,,0.515294118,74,,0.515294118,74,,0.515294118,74,,0.515294118,73,,0.515294118,73,,0.515294118,73,,0.515294118,73,,0.515294118,73
0.517058823,74,,0.517058823,74,,0.517058823,74,,0.517058823,74,,0.517058823,74,,0.517058823,73,,0.517058823,73,,0.517058823,73,,0.517058823,73,,0.517058823,73
0.518823529,74,,0.518823529,74,,0.518823529,74,,0.518823529,74,,0.518823529,74,,0.518823529,73,,0.518823529,73,,0.518823529,73,,0.518823529,73,,0.518823529,73
0.520588235,74,,0.520588235,74,,0.520588235,74,,0.520588235,74,,0.520588235,74,,0.520588235,73,,0.520588235,73,,0.520588235,73,,0.520588235,73,,0.520588235,73
0.522352941,75,,0.522352941,75,,0.522352941,75,,0.522352941,75,,0.522352941,75,,0.522352941,74,,0.522352941,74,,0.522352941,74,,0.522352941,74,,0.522352941,74
0.524117647,75,,0.524117647,75,,0.524117647,75,,0.524117647,75,,0.524117647,75,,0.524117647,74,,0.524117647,74,,0.524117647,74,,0.524117647,74,,0.524117647,74
0.525882353,75,,0.525882353,75,,0.525882353,75,,0.525882353,75,,0.525882353,75,,0.525882353,74,,0.525882353,74,,0.525882353,74,,0.525882353,74,,0.525882353,74
0.527647059,75,,0.527647059,75,,0.527647059,75,,0.527647059,75,,0.527647059,75,,0.527647059,74,,0.527647059,74,,0.527647059,74,,0.527647059,74,,0.527647059,74
0.529411765,75,,0.529411765,75,,0.529411765,75,,0.529411765,75,,0.529411765,75,,0.529411765,75,,0.529411765,75,,0.529411765,75,,0.529411765,75,,0.529411765,75
0.531176471,76,,0.531176471,76,,0.531176471,76,,0.531176471,76,,0.531176471,76,,0.531176471,75,,0.531176471,75,,0.531176471,75,,0.531176471,75,,0.531176471,75
0.532941176,76,,0.532941176,76,,0.532941176,76,,0.532941176,76,,0.532941176,76,,0.532941176,75,,0.532941176,75,,0.532941176,75,,0.532941176,75,,0.532941176,75
0.534705882,76,,0.534705882,76,,0.534705882,76,,0.534705882,76,,0.534705882,76,,0.534705882,75,,0.534705882,75,,0.534705882,75,,0.534705882,75,,0.534705882,75
0.536470588,77,,0.536470588,77,,0.536470588,77,,0.536470588,77,,0.536470588,77,,0.536470588,76,,0.536470588,76,,0.536470588,76,,0.536470588,76,,0.536470588,76
0.538235294,77,,0.538235294,77,,0.538235294,77,,0.538235294,77,,0.538235294,77,,0.538235294,76,,0.538235294,76,,0.538235294,76,,0.538235294,76,,0.538235294,76
0.54,77,,0.54,77,,0.54,77,,0.54,77,,0.54,77,,0.54,76,,0.54,76,,0.54,76,,0.54,76,,0.54,76
0.541764706,77,,0.541764706,77,,0.541764706,77,,0.541764706,77,,0.541764706,77,,0.541764706,76,,0.541764706,76,,0.541764706,76,,0.541764706,76,,0.541764706,76
0.543529412,78,,0.543529412,78,,0.543529412,78,,0.543529412,78,,0.543529412,78,,0.543529412,77,,0.543529412,77,,0.543529412,77,,0.543529412,77,,0.543529412,77
0.545294118,78,,0.545294118,78,,0.545294118,78,,0.545294118,78,,0.545294118,78,,0.545294118,77,,0.545294118,77,,0.545294118,77,,0.545294118,77,,0.545294118,77
0.547058824,78,,0.547058824,78,,0.547058824,78,,0.547058824,78,,0.547058824,78,,0.547058824,77,,0.547058824,77,,0.547058824,77,,0.547058824,77,,0.547058824,77
0.548823529,78,,0.548823529,78,,0.548823529,78,,0.548823529,78,,0.548823529,78,,0.548823529,77,,0.548823529,77,,0.548823529,77,,0.548823529,77,,0.548823529,77
